transaction_id,customer_id,product_id,amount,payment_method,status,transaction_date
TXN00199,CUST0929,PROD081,14763.33,UPI,Success,2026-06-22
TXN00200,CUST1828,PROD005,8780.88,Wallet,Success,2026-06-30
TXN00201,CUST0390,PROD072,13290.38,UPI,Success,2026-08-13
TXN00202,CUST0504,PROD018,11809.6,Credit Card,Success,2026-08-12
TXN00203,CUST0544,PROD061,3198.38,Credit Card,Success,2026-07-28
TXN00204,CUST0579,PROD017,4131.74,UPI,Failed,2026-08-13
TXN00205,CUST1756,PROD093,15039.03,Net Banking,Success,2026-01-01
TXN00206,CUST1005,PROD072,12302.1,Credit Card,Success,2026-07-01
TXN00207,CUST0857,PROD089,5408.86,Wallet,Success,2026-04-08
TXN00208,CUST1307,PROD045,9787.81,Credit Card,Success,2026-06-18
TXN00209,CUST1722,PROD030,17525.77,Net Banking,Success,2026-06-21
TXN00210,CUST1632,PROD081,7965.76,Wallet,Success,2026-04-02
TXN00211,CUST0606,PROD013,4534.82,Debit Card,Success,2026-08-14
TXN00212,CUST1986,PROD058,6642.86,Net Banking,Success,2026-06-19
TXN00213,CUST0361,PROD060,19135.05,UPI,Success,2026-06-19
TXN00214,CUST1428,PROD051,14155.41,Net Banking,Success,2026-07-18
TXN00215,CUST1231,PROD053,13806.99,Debit Card,Success,2026-01-08
TXN00216,CUST1040,PROD028,17818.25,Net Banking,Success,2026-07-20
TXN00217,CUST1152,PROD099,6599.2,Debit Card,Success,2026-06-22
TXN00218,CUST0802,PROD057,8618.95,UPI,Success,2026-03-08
TXN00219,CUST0995,PROD094,4535.17,UPI,Success,2026-06-12
TXN00220,CUST0917,PROD053,4581.94,Credit Card,Failed,2026-08-13
TXN00221,CUST0423,PROD100,12580.67,Wallet,Success,2026-06-07
TXN00222,CUST0265,PROD078,10887.39,UPI,Success,2026-07-04
TXN00223,CUST0185,PROD100,14153.66,Wallet,Success,2026-04-01
TXN00224,CUST1342,PROD007,10469.25,Wallet,Success,2026-04-03
TXN00225,CUST0322,PROD069,8031.42,Credit Card,Success,2026-07-03
TXN00226,CUST1642,PROD021,18230.94,Net Banking,Success,2026-03-26
TXN00227,CUST1133,PROD094,5124.33,UPI,Success,2026-01-04
TXN00228,CUST1547,PROD068,2229.91,Net Banking,Success,2026-04-12
TXN00229,CUST0322,PROD037,6169.04,Credit Card,Success,2026-02-28
TXN00230,CUST0558,PROD096,2648.13,Net Banking,Success,2026-07-20
TXN00231,CUST0269,PROD095,17557.11,UPI,Success,2026-08-09
TXN00232,CUST0152,PROD065,14497.83,Net Banking,Success,2026-07-15
TXN00233,CUST0031,PROD096,16638.98,Credit Card,Success,2026-06-04
TXN00234,CUST1508,PROD076,15893.88,Wallet,Success,2026-02-19
TXN00235,CUST1608,PROD042,8618.02,UPI,Success,2026-07-10
TXN00236,CUST0562,PROD059,4212.8,Wallet,Success,2026-03-09
TXN00237,CUST0772,PROD038,8704.78,Net Banking,Failed,2026-02-26
TXN00238,CUST0571,PROD062,5831.58,Wallet,Failed,2026-06-29
TXN00239,CUST0501,PROD049,540.81,Net Banking,Success,2026-05-08
TXN00240,CUST1563,PROD070,14348.66,Credit Card,Failed,2026-04-26
TXN00241,CUST1998,PROD004,8067.5,Net Banking,Success,2026-03-01
TXN00242,CUST0977,PROD073,2357.18,Debit Card,Success,2026-03-21
TXN00243,CUST1659,PROD081,19521.19,Wallet,Success,2026-01-25
TXN00244,CUST0426,PROD063,11949.51,Credit Card,Success,2026-01-22
TXN00245,CUST1263,PROD061,10563.43,Wallet,Success,2026-08-03
TXN00246,CUST0121,PROD099,9969.67,Debit Card,Success,2026-04-16
TXN00247,CUST1709,PROD020,922.89,Wallet,Failed,2026-06-26
TXN00248,CUST0833,PROD001,5509.27,Wallet,Success,2026-02-23
TXN00249,CUST1118,PROD064,6397.72,Credit Card,Success,2026-06-16
TXN00250,CUST0945,PROD091,9763.33,UPI,Success,2026-05-23
TXN00251,CUST0872,PROD090,1734.59,UPI,Success,2026-02-02
TXN00252,CUST1065,PROD096,2605.26,Net Banking,Success,2026-02-20
TXN00253,CUST0080,PROD055,10004.65,Wallet,Success,2026-06-10
TXN00254,CUST0287,PROD096,17509.46,Net Banking,Success,2026-04-18
TXN00255,CUST0608,PROD016,8822.49,Debit Card,Failed,2026-03-17
TXN00256,CUST0661,PROD079,17812.99,Credit Card,Success,2026-05-25
TXN00257,CUST0595,PROD067,13763.47,Wallet,Success,2026-07-25
TXN00258,CUST1064,PROD078,5174.54,Credit Card,Success,2026-04-29
TXN00259,CUST1899,PROD096,14458.58,Credit Card,Success,2026-08-07
TXN00260,CUST1074,PROD092,16622.28,Debit Card,Success,2026-01-03
TXN00261,CUST0368,PROD020,9515.77,Debit Card,Success,2026-01-02
TXN00262,CUST0409,PROD089,2058.19,Debit Card,Success,2026-04-28
TXN00263,CUST0126,PROD080,9480.14,UPI,Success,2026-02-10
TXN00264,CUST1304,PROD072,17690.2,UPI,Success,2026-03-30
TXN00265,CUST0563,PROD037,16450.94,Net Banking,Failed,2026-08-11
TXN00266,CUST1494,PROD040,7472.04,Net Banking,Success,2026-07-16
TXN00267,CUST1150,PROD070,12903.67,UPI,Failed,2026-02-21
TXN00268,CUST0313,PROD014,14667.03,Credit Card,Success,2026-03-13
TXN00269,CUST1155,PROD014,2708.74,Wallet,Success,2026-05-14
TXN00270,CUST0677,PROD074,15485.18,Wallet,Success,2026-06-01
TXN00271,CUST1980,PROD095,17452.46,Net Banking,Success,2026-06-21
TXN00272,CUST0345,PROD001,15710.63,UPI,Failed,2026-02-25
TXN00273,CUST0301,PROD019,3463.4,UPI,Success,2026-08-12
TXN00274,CUST0160,PROD007,2912.1,Net Banking,Success,2026-07-26
TXN00275,CUST1362,PROD061,6676.37,UPI,Success,2026-05-09
TXN00276,CUST1148,PROD051,7670.73,Net Banking,Success,2026-04-09
TXN00277,CUST0639,PROD067,6476.04,Wallet,Success,2026-01-21
TXN00278,CUST1957,PROD022,18920.7,Debit Card,Success,2026-08-02
TXN00279,CUST1721,PROD056,11297.62,Debit Card,Success,2026-05-06
TXN00280,CUST1143,PROD056,13111.42,UPI,Success,2026-02-15
TXN00281,CUST1752,PROD060,15460.75,Net Banking,Success,2026-03-30
TXN00282,CUST1264,PROD072,17550.64,Net Banking,Success,2026-02-18
TXN00283,CUST0367,PROD096,19909.68,Net Banking,Success,2026-02-20
TXN00284,CUST1078,PROD025,311.17,Debit Card,Success,2026-03-21
TXN00285,CUST1866,PROD048,18332.98,UPI,Failed,2026-05-09
TXN00286,CUST0560,PROD005,13014.92,Net Banking,Success,2026-06-14
TXN00287,CUST0090,PROD090,14144.44,UPI,Failed,2026-03-12
TXN00288,CUST1687,PROD004,17291.07,Wallet,Success,2026-05-01
TXN00289,CUST1005,PROD023,9574.28,Wallet,Success,2026-08-12
TXN00290,CUST0079,PROD048,770.97,Credit Card,Success,2026-08-17
TXN00291,CUST1784,PROD017,1839.93,UPI,Success,2026-08-02
TXN00292,CUST0909,PROD082,14269.7,UPI,Failed,2026-03-22
TXN00293,CUST0569,PROD025,13171.08,UPI,Success,2026-07-08
TXN00294,CUST1715,PROD087,16994.95,Credit Card,Failed,2026-03-23
TXN00295,CUST1479,PROD047,10423.54,Net Banking,Success,2026-06-20
TXN00296,CUST1716,PROD086,13458.9,Credit Card,Failed,2026-01-17
TXN00297,CUST0303,PROD094,5479.39,Net Banking,Success,2026-02-14
TXN00298,CUST0565,PROD078,4133.93,Net Banking,Success,2026-05-10
TXN00299,CUST1302,PROD096,16874.06,Debit Card,Success,2026-01-01
TXN00300,CUST1149,PROD045,2530.75,Wallet,Success,2026-04-30
TXN00301,CUST1160,PROD060,1945.61,Credit Card,Success,2026-01-24
TXN00302,CUST0381,PROD041,11904.74,Credit Card,Success,2026-01-06
TXN00303,CUST0446,PROD082,7615.69,Credit Card,Success,2026-01-21
TXN00304,CUST1715,PROD088,12917.88,Credit Card,Success,2026-08-19
TXN00305,CUST0636,PROD007,7710.35,Credit Card,Success,2026-03-15
TXN00306,CUST0288,PROD073,6447.71,Credit Card,Success,2026-02-27
TXN00307,CUST1810,PROD026,3706.82,Debit Card,Success,2026-03-17
TXN00308,CUST0542,PROD012,9899.74,Debit Card,Success,2026-05-29
TXN00309,CUST1582,PROD083,10556.25,Credit Card,Success,2026-08-01
TXN00310,CUST1945,PROD075,7836.48,Wallet,Success,2026-05-18
TXN00311,CUST1439,PROD056,7069.05,Debit Card,Success,2026-07-27
TXN00312,CUST0701,PROD090,19376.11,Debit Card,Success,2026-05-22
TXN00313,CUST1052,PROD099,4372.3,Net Banking,Success,2026-02-25
TXN00314,CUST0065,PROD015,10437.19,Credit Card,Success,2026-06-11
TXN00315,CUST0287,PROD060,11819.05,Wallet,Success,2026-04-06
TXN00316,CUST1349,PROD076,18045.24,UPI,Success,2026-03-24
TXN00317,CUST1781,PROD002,3343.26,Debit Card,Success,2026-05-02
TXN00318,CUST1327,PROD013,3904.81,Debit Card,Success,2026-04-02
TXN00319,CUST0957,PROD070,3885.98,Net Banking,Failed,2026-01-06
TXN00320,CUST0935,PROD076,11604.11,Net Banking,Success,2026-04-22
TXN00321,CUST1709,PROD032,5200.98,Wallet,Success,2026-04-06
TXN00322,CUST0989,PROD087,8142.83,Credit Card,Failed,2026-01-11
TXN00323,CUST0221,PROD054,8632.71,Wallet,Success,2026-03-10
TXN00324,CUST1215,PROD004,3447.71,Debit Card,Failed,2026-02-12
TXN00325,CUST1977,PROD090,18868.36,Wallet,Success,2026-02-20
TXN00326,CUST0267,PROD085,6796.31,UPI,Success,2026-01-14
TXN00327,CUST1624,PROD099,3000.93,Net Banking,Success,2026-03-30
TXN00328,CUST0339,PROD059,216.7,Credit Card,Success,2026-02-07
TXN00329,CUST0618,PROD040,1791.43,Credit Card,Success,2026-03-02
TXN00330,CUST0185,PROD093,5045.7,Wallet,Success,2026-06-25
TXN00331,CUST0011,PROD062,3354.73,Net Banking,Failed,2026-01-26
TXN00332,CUST1407,PROD051,14035.84,Net Banking,Success,2026-05-01
TXN00333,CUST1447,PROD032,15308.51,Net Banking,Success,2026-01-25
TXN00334,CUST0652,PROD098,18718.2,Debit Card,Success,2026-04-13
TXN00335,CUST1679,PROD087,14661.37,Wallet,Success,2026-04-19
TXN00336,CUST1094,PROD010,7067.97,Wallet,Success,2026-06-21
TXN00337,CUST0455,PROD078,3727.57,Debit Card,Success,2026-03-02
TXN00338,CUST0697,PROD065,16500.12,Wallet,Success,2026-06-06
TXN00339,CUST1874,PROD010,12982.43,Net Banking,Success,2026-02-05
TXN00340,CUST0091,PROD028,6178.37,Debit Card,Success,2026-01-24
TXN00341,CUST1340,PROD024,8629.08,Debit Card,Success,2026-03-14
TXN00342,CUST1383,PROD062,889.57,Credit Card,Success,2026-04-18
TXN00343,CUST0816,PROD088,10443.5,Net Banking,Success,2026-01-28
TXN00344,CUST0710,PROD088,14706.88,Net Banking,Success,2026-06-17
TXN00345,CUST0330,PROD041,2749.04,Net Banking,Success,2026-05-10
TXN00346,CUST0024,PROD063,13145.58,Net Banking,Success,2026-06-21
TXN00347,CUST1580,PROD007,6198.5,UPI,Failed,2026-03-08
TXN00348,CUST1653,PROD058,10140.82,Net Banking,Success,2026-07-19
TXN00349,CUST1729,PROD069,19441.05,Credit Card,Success,2026-01-29
TXN00350,CUST1089,PROD098,7792.74,UPI,Success,2026-06-22
TXN00351,CUST0015,PROD044,18974.38,Wallet,Success,2026-07-01
TXN00352,CUST0405,PROD066,16294.14,Net Banking,Success,2026-07-06
TXN00353,CUST0100,PROD060,5777.94,Net Banking,Success,2026-02-01
TXN00354,CUST0752,PROD007,17805.49,Debit Card,Success,2026-06-25
TXN00355,CUST0872,PROD044,13564.93,UPI,Failed,2026-07-16
TXN00356,CUST0548,PROD023,6006.15,UPI,Success,2026-04-17
TXN00357,CUST0665,PROD039,12792.46,UPI,Success,2026-06-02
TXN00358,CUST1499,PROD005,10719.12,Credit Card,Success,2026-04-12
TXN00359,CUST0173,PROD069,2072.54,Credit Card,Success,2026-07-06
TXN00360,CUST0883,PROD036,7038.65,Wallet,Success,2026-04-28
TXN00361,CUST1882,PROD094,16445.62,Net Banking,Success,2026-05-26
TXN00362,CUST0157,PROD042,7581.35,Wallet,Success,2026-02-07
TXN00363,CUST0783,PROD066,19609.28,Debit Card,Success,2026-01-21
TXN00364,CUST0866,PROD052,643.19,Debit Card,Success,2026-07-11
TXN00365,CUST1714,PROD056,19310.17,Credit Card,Failed,2026-07-23
TXN00366,CUST0535,PROD039,12388.51,Credit Card,Success,2026-05-19
TXN00367,CUST0767,PROD074,9563.78,Net Banking,Success,2026-07-14
TXN00368,CUST1530,PROD089,15610.52,Wallet,Success,2026-03-12
TXN00369,CUST1239,PROD052,18212.98,Debit Card,Success,2026-06-23
TXN00370,CUST0011,PROD053,4301.3,Net Banking,Success,2026-07-20
TXN00371,CUST0563,PROD035,9356.34,Debit Card,Success,2026-07-22
